title,ingredients,directions,ingredients_clean,directions_clean,vegetarian
Orange Jello Salad,"[""1 box Jell-O (orange or lemon)"", ""1 c. water"", ""1/2 c. sugar"", ""1 small can crushed pineapple and juice"", ""3/4 to 1 c. chopped nuts (pecans)"", ""8 oz. Cool Whip"", ""1 c. grated cheese (American)""]","[""Bring Jell-O, water, sugar and pineapple and juice to a boil; cool and add nuts, Cool Whip and cheese."", ""Pour in a salad bowl. Refrigerate until set.""]","1 box Jell-O (orange or lemon)"", ""1 c. water"", ""1/2 c. sugar"", ""1 small can crushed pineapple and juice"", ""3/4 to 1 c. chopped nuts (pecans)"", ""8 oz. Cool Whip"", ""1 c. grated cheese (American)","Bring Jell-O, water, sugar and pineapple and juice to a boil; cool and add nuts, Cool Whip and cheese."", ""Pour in a salad bowl. Refrigerate until set.",True
Irish (Norwegian) Soda Bread,"[""3 1/2 c. all-purpose flour"", ""2/3 c. sugar"", ""1 tsp. salt"", ""1 Tbsp. baking powder"", ""1 tsp. baking soda"", ""1 1/2 c. seedless raisins"", ""1 Tbsp. caraway seed (optional)"", ""2 eggs, lightly beaten"", ""1 1/2 c. buttermilk"", ""2 Tbsp. melted butter""]","[""Preheat oven to 350\u00b0."", ""Grease an 8 1/2-inch pan (preferably an iron frying pan)."", ""Mix dry ingredients."", ""Add raisins and caraway seed."", ""Mix well until raisins are coated with flour. Combine eggs, buttermilk and melted butter. Add to dry ingredients and mix lightly until moistened. Turn batter into pan and shape round. Bake 1 hour."", ""Serve slices buttered with a good cup of coffee or tea.""]","3 1/2 c. all-purpose flour"", ""2/3 c. sugar"", ""1 tsp. salt"", ""1 Tbsp. baking powder"", ""1 tsp. baking soda"", ""1 1/2 c. seedless raisins"", ""1 Tbsp. caraway seed (optional)"", ""2 eggs, lightly beaten"", ""1 1/2 c. buttermilk"", ""2 Tbsp. melted butter","Preheat oven to 350\u00b0."", ""Grease an 8 1/2-inch pan (preferably an iron frying pan)."", ""Mix dry ingredients."", ""Add raisins and caraway seed."", ""Mix well until raisins are coated with flour. Combine eggs, buttermilk and melted butter. Add to dry ingredients and mix lightly until moistened. Turn batter into pan and shape round. Bake 1 hour."", ""Serve slices buttered with a good cup of coffee or tea.",True
Chili Cornbread Bake,"[""2 lb. ground beef"", ""1 onion, chopped"", ""1 green bell pepper, chopped"", ""1 tsp. salt"", ""1 envelope chili seasoning mix"", ""1 (8 oz.) can tomato sauce"", ""1 (6 oz.) pkg. corn muffin mix"", ""1 c. evaporated milk"", ""1 c. shredded sharp Cheddar cheese""]","[""Brown ground beef in skillet, stirring until crumbly; drain. Add onion and pepper."", ""Cook for several minutes, stirring frequently."", ""Stir in salt, seasoning mix and tomato sauce."", ""Spoon into 9 x 13-inch baking dish."", ""Combine muffin mix and evaporated milk."", ""Spread evenly over casserole."", ""Top with cheese."", ""Bake at 400\u00b0 for 20 to 25 minutes, or until golden brown."", ""Yield: 6 to 8 servings.""]","2 lb. ground beef"", ""1 onion, chopped"", ""1 green bell pepper, chopped"", ""1 tsp. salt"", ""1 envelope chili seasoning mix"", ""1 (8 oz.) can tomato sauce"", ""1 (6 oz.) pkg. corn muffin mix"", ""1 c. evaporated milk"", ""1 c. shredded sharp Cheddar cheese","Brown ground beef in skillet, stirring until crumbly; drain. Add onion and pepper."", ""Cook for several minutes, stirring frequently."", ""Stir in salt, seasoning mix and tomato sauce."", ""Spoon into 9 x 13-inch baking dish."", ""Combine muffin mix and evaporated milk."", ""Spread evenly over casserole."", ""Top with cheese."", ""Bake at 400\u00b0 for 20 to 25 minutes, or until golden brown."", ""Yield: 6 to 8 servings.",False
Butterfingers,"[""2 sticks melted margarine"", ""2 c. chopped pecans"", ""2 tsp. vanilla"", ""2 c. plain all-purpose flour"", ""4 Tbsp. granulated sugar"", ""confectioners sugar (as needed)""]","[""Mix and roll into rolls about finger size."", ""Bake at 350\u00b0 until lightly brown."", ""After baked and cooled, roll in confectioners sugar.""]","2 sticks melted margarine"", ""2 c. chopped pecans"", ""2 tsp. vanilla"", ""2 c. plain all-purpose flour"", ""4 Tbsp. granulated sugar"", ""confectioners sugar (as needed)","Mix and roll into rolls about finger size."", ""Bake at 350\u00b0 until lightly brown."", ""After baked and cooled, roll in confectioners sugar.",True
Hamburger Baked Beans,"[""1 lb. ground beef"", ""1/2 c. fine chopped onion"", ""1/2 tsp. salt"", ""1/2 tsp. black pepper"", ""Texas Pete to taste"", ""2 Tbsp. brown sugar"", ""1 (16 oz.) can pork and beans"", ""1 1/2 c. catsup""]","[""Brown hamburger and onions until meat is completely browned. Add remaining ingredients and mix well."", ""Place in casserole pan and bake at 350\u00b0 for 30 minutes.""]","1 lb. ground beef"", ""1/2 c. fine chopped onion"", ""1/2 tsp. salt"", ""1/2 tsp. black pepper"", ""Texas Pete to taste"", ""2 Tbsp. brown sugar"", ""1 (16 oz.) can pork and beans"", ""1 1/2 c. catsup","Brown hamburger and onions until meat is completely browned. Add remaining ingredients and mix well."", ""Place in casserole pan and bake at 350\u00b0 for 30 minutes.",False
Taffy Apple Salad,"[""1/2 c. sugar"", ""1 (8 oz.) can crushed pineapple with juice"", ""1 Tbsp. flour"", ""1 egg"", ""2 Tbsp. cider vinegar"", ""1 (8 oz.) container whipped topping"", ""4 c. Granny Smith apples, pared and cut into small chunks"", ""1 c. dry-roasted peanuts, salted""]","[""In a medium saucepan, cook sugar, pineapple with juice, flour, egg and vinegar until thick."", ""Cool."", ""Fold in whipped topping and apples and 1/2 cup peanuts."", ""Pour into serving bowl and garnish with remaining peanuts."", ""Cover and refrigerate until ready to serve.""]","1/2 c. sugar"", ""1 (8 oz.) can crushed pineapple with juice"", ""1 Tbsp. flour"", ""1 egg"", ""2 Tbsp. cider vinegar"", ""1 (8 oz.) container whipped topping"", ""4 c. Granny Smith apples, pared and cut into small chunks"", ""1 c. dry-roasted peanuts, salted","In a medium saucepan, cook sugar, pineapple with juice, flour, egg and vinegar until thick."", ""Cool."", ""Fold in whipped topping and apples and 1/2 cup peanuts."", ""Pour into serving bowl and garnish with remaining peanuts."", ""Cover and refrigerate until ready to serve.",True
Chocolate Delight,"[""1 3/4 c. plus 2 Tbsp. flour"", ""1 c. finely ground pecans"", ""1 1/2 sticks melted butter"", ""1 (8 oz.) pkg. Philadelphia cream cheese"", ""1 c. powdered sugar"", ""2 large tubs Cool Whip"", ""2 small pkg. instant chocolate pudding"", ""3 c. milk""]","[""In a mixer, combine flour, 3/4 cup pecans and butter."", ""Press in a 9 x 13 x 2-inch pan."", ""Bake at 375\u00b0 for 25 minutes."", ""Cool.""]","1 3/4 c. plus 2 Tbsp. flour"", ""1 c. finely ground pecans"", ""1 1/2 sticks melted butter"", ""1 (8 oz.) pkg. Philadelphia cream cheese"", ""1 c. powdered sugar"", ""2 large tubs Cool Whip"", ""2 small pkg. instant chocolate pudding"", ""3 c. milk","In a mixer, combine flour, 3/4 cup pecans and butter."", ""Press in a 9 x 13 x 2-inch pan."", ""Bake at 375\u00b0 for 25 minutes."", ""Cool.",True
Punch Bowl Cake,"[""1 yellow butter recipe cake mix"", ""1 can cherry pie filling"", ""1 can crushed pineapple"", ""1 large vanilla pudding, make ahead and chill"", ""1 large container Cool Whip""]","[""Bake cake by the directions on the box."", ""Crumble while still warm."", ""Layer the following:"", ""1/2 the crumbled cake, 1/2 can crushed pineapple, 1/2 pudding, 1/2 can cherry pie filling and 1/2 container Cool Whip."", ""Repeat the layers."", ""Better made a day ahead. Feeds a large group.""]","1 yellow butter recipe cake mix"", ""1 can cherry pie filling"", ""1 can crushed pineapple"", ""1 large vanilla pudding, make ahead and chill"", ""1 large container Cool Whip","Bake cake by the directions on the box."", ""Crumble while still warm."", ""Layer the following:"", ""1/2 the crumbled cake, 1/2 can crushed pineapple, 1/2 pudding, 1/2 can cherry pie filling and 1/2 container Cool Whip."", ""Repeat the layers."", ""Better made a day ahead. Feeds a large group.",True
Toss It To Me,"[""2 c. tomato sauce"", ""1 pkg. spaghetti sauce mix"", ""1 pkg. lasagna noodles, cooked"", ""1 c. cubed cooked turkey"", ""2 c. cottage cheese"", ""8 oz. Cheddar cheese, shredded"", ""3 frankfurters, sliced""]","[""Combine tomato sauce and spaghetti sauce mix in bowl; mix well."", ""Alternate layers of noodles, turkey, cheese and sauce in greased casserole."", ""Top with frankfurters. Bake at 350\u00b0 for 30 minutes.""]","2 c. tomato sauce"", ""1 pkg. spaghetti sauce mix"", ""1 pkg. lasagna noodles, cooked"", ""1 c. cubed cooked turkey"", ""2 c. cottage cheese"", ""8 oz. Cheddar cheese, shredded"", ""3 frankfurters, sliced","Combine tomato sauce and spaghetti sauce mix in bowl; mix well."", ""Alternate layers of noodles, turkey, cheese and sauce in greased casserole."", ""Top with frankfurters. Bake at 350\u00b0 for 30 minutes.",False
Lemon Cheese Squares,"[""1 cake mix (lemon) with pudding"", ""1 (8 oz.) cream cheese"", ""2 eggs"", ""1/3 c. sugar"", ""1 tsp. lemon jucie""]","[""Preheat oven to 350\u00b0."", ""Mix dry cake mix, 1 egg and 1/3 cup oil until crumbly."", ""Reserve 1 cup mix and press remaining mixture into ungreased 13 x 9-inch dish."", ""Bake 15 minutes at 350\u00b0.""]","1 cake mix (lemon) with pudding"", ""1 (8 oz.) cream cheese"", ""2 eggs"", ""1/3 c. sugar"", ""1 tsp. lemon jucie","Preheat oven to 350\u00b0."", ""Mix dry cake mix, 1 egg and 1/3 cup oil until crumbly."", ""Reserve 1 cup mix and press remaining mixture into ungreased 13 x 9-inch dish."", ""Bake 15 minutes at 350\u00b0.",True
Scalloped Pineapple,"[""1 3/4 c. sugar"", ""3 eggs"", ""1 can crushed pineapple"", ""1 stick oleo"", ""1/2 c. milk"", ""4 c. bread crumbs""]","[""Cream together sugar, oleo and eggs."", ""Stir in milk, pineapple and bread cubes."", ""Mix well."", ""Pour into casserole."", ""Additional bread cubes may be sprinkled on top."", ""Bake at 350\u00b0 for 1 hour.""]","1 3/4 c. sugar"", ""3 eggs"", ""1 can crushed pineapple"", ""1 stick oleo"", ""1/2 c. milk"", ""4 c. bread crumbs","Cream together sugar, oleo and eggs."", ""Stir in milk, pineapple and bread cubes."", ""Mix well."", ""Pour into casserole."", ""Additional bread cubes may be sprinkled on top."", ""Bake at 350\u00b0 for 1 hour.",True
Flaky Pie Crust,"[""2 c. all-purpose flour"", ""1/2 tsp. salt"", ""1 stick margarine"", ""8 Tbsp. Crisco"", ""2/3 c. water""]","[""Mix together with tablespoon."", ""On floured dough board, roll into pie crusts."", ""Makes three 9-inch pie crusts.""]","2 c. all-purpose flour"", ""1/2 tsp. salt"", ""1 stick margarine"", ""8 Tbsp. Crisco"", ""2/3 c. water","Mix together with tablespoon."", ""On floured dough board, roll into pie crusts."", ""Makes three 9-inch pie crusts.",True
Sugar-Free Fruity Salad Pudding,"[""2 (3 oz.) cream cheese"", ""1 c. sour cream lite"", ""2 pkg. Dream Whip or 1 tub Cool Whip lite"", ""1 large box vanilla instant pudding (sugar-free)"", ""1 can crushed pineapple (in its own juice)"", ""2 oranges, peel and cut in segments"", ""1 c. sliced red grapes"", ""1 can (sugar-free) mixed fruit"", ""1/2 c. pecan pieces""]","[""Mix dry pudding and pineapple with juice in bowl."", ""Stir in rest of fruit and set aside."", ""Combine Dream Whip mixed as box indicates or Cool Whip."", ""Beat in cream cheese."", ""Add sour cream. Mix well and add 2 packages sweetener."", ""Mix together."", ""Fold in fruit and pudding mixture."", ""Sprinkle nuts on top."", ""Chill in refrigerator, 4 to 5 hours, or overnight.""]","2 (3 oz.) cream cheese"", ""1 c. sour cream lite"", ""2 pkg. Dream Whip or 1 tub Cool Whip lite"", ""1 large box vanilla instant pudding (sugar-free)"", ""1 can crushed pineapple (in its own juice)"", ""2 oranges, peel and cut in segments"", ""1 c. sliced red grapes"", ""1 can (sugar-free) mixed fruit"", ""1/2 c. pecan pieces","Mix dry pudding and pineapple with juice in bowl."", ""Stir in rest of fruit and set aside."", ""Combine Dream Whip mixed as box indicates or Cool Whip."", ""Beat in cream cheese."", ""Add sour cream. Mix well and add 2 packages sweetener."", ""Mix together."", ""Fold in fruit and pudding mixture."", ""Sprinkle nuts on top."", ""Chill in refrigerator, 4 to 5 hours, or overnight.",True
Special Corn Bread,"[""2 c. corn meal (white George Washington self-rising)"", ""1 3/4 c. buttermilk"", ""1 egg"", ""1/3 c. Puritan oil (hot)"", ""1/4 c. water"", ""8 oz. creamed corn""]","[""Combine corn meal, milk, water and egg; beat well to mix."", ""Add corn and stir well."", ""Heat oil in an 8-inch iron frying pan; pour in mixture and mix well."", ""Pour in hot greased pan."", ""Bake at 450\u00b0 for 25 to 30 minutes, until golden brown."", ""Remove from oven and butter top."", ""Serve hot with butter.""]","2 c. corn meal (white George Washington self-rising)"", ""1 3/4 c. buttermilk"", ""1 egg"", ""1/3 c. Puritan oil (hot)"", ""1/4 c. water"", ""8 oz. creamed corn","Combine corn meal, milk, water and egg; beat well to mix."", ""Add corn and stir well."", ""Heat oil in an 8-inch iron frying pan; pour in mixture and mix well."", ""Pour in hot greased pan."", ""Bake at 450\u00b0 for 25 to 30 minutes, until golden brown."", ""Remove from oven and butter top."", ""Serve hot with butter.",True
Fudge,"[""3 c. chocolate chips"", ""1 can sweetened condensed milk"", ""1 1/2 tsp. vanilla"", ""1 c. nuts""]","[""Stir chocolate chips, condensed milk and vanilla."", ""Microwave 3 1/2 minutes."", ""Stir in nuts."", ""Put in square pan with wax paper on bottom."", ""Refrigerate 2 hours.""]","3 c. chocolate chips"", ""1 can sweetened condensed milk"", ""1 1/2 tsp. vanilla"", ""1 c. nuts","Stir chocolate chips, condensed milk and vanilla."", ""Microwave 3 1/2 minutes."", ""Stir in nuts."", ""Put in square pan with wax paper on bottom."", ""Refrigerate 2 hours.",True
Creamed Chipped Beef,"[""1/4 lb. chipped beef, shredded"", ""2 Tbsp. butter"", ""2 Tbsp. flour"", ""1 1/2 c. milk""]","[""Cream melted butter and chipped beef in saucepan or fry pan. Frizzle lightly."", ""Blend in flour to chipped beef; add milk slowly, stirring constantly, until reaching desired consistency."", ""Serve on toast or waffles or over scrambled eggs.""]","1/4 lb. chipped beef, shredded"", ""2 Tbsp. butter"", ""2 Tbsp. flour"", ""1 1/2 c. milk","Cream melted butter and chipped beef in saucepan or fry pan. Frizzle lightly."", ""Blend in flour to chipped beef; add milk slowly, stirring constantly, until reaching desired consistency."", ""Serve on toast or waffles or over scrambled eggs.",False
Quick Oatmeal Cookies,"[""1 yellow cake mix (spice or other)"", ""3 c. oatmeal"", ""1/3 c. vegetable oil"", ""1 c. raisins"", ""1/2 c. dates"", ""1/2 c. chopped nuts""]","[""Put all ingredients into a large bowl and mix until well moistened."", ""Drop onto well-greased pan by teaspoon."", ""Bake at 375\u00b0 for 15 to 20 minutes or to make into bars, put in 9 x 13-inch pan. Press evenly and bake 20 to 30 minutes."", ""While still warm, cut into bars.""]","1 yellow cake mix (spice or other)"", ""3 c. oatmeal"", ""1/3 c. vegetable oil"", ""1 c. raisins"", ""1/2 c. dates"", ""1/2 c. chopped nuts","Put all ingredients into a large bowl and mix until well moistened."", ""Drop onto well-greased pan by teaspoon."", ""Bake at 375\u00b0 for 15 to 20 minutes or to make into bars, put in 9 x 13-inch pan. Press evenly and bake 20 to 30 minutes."", ""While still warm, cut into bars.",True
Tortilla Chip Casserole,"[""2 lb. hamburg *"", ""1 onion, chopped"", ""1 clove garlic, minced"", ""1 c. sour cream"", ""1 (8 oz.) bottle taco sauce"", ""1 (6 oz.) can tomato paste"", ""2 (4 oz.) cans chopped green chiles"", ""8 oz. tortilla chips, crushed"", ""3/4 lb. Monterey Jack cheese, shredded""]","[""Brown hamburg, onion and garlic over high heat, stirring. Drain fat."", ""Reduce heat to medium."", ""Stir in sour cream, taco sauce and tomato paste."", ""Heat completely.""]","2 lb. hamburg *"", ""1 onion, chopped"", ""1 clove garlic, minced"", ""1 c. sour cream"", ""1 (8 oz.) bottle taco sauce"", ""1 (6 oz.) can tomato paste"", ""2 (4 oz.) cans chopped green chiles"", ""8 oz. tortilla chips, crushed"", ""3/4 lb. Monterey Jack cheese, shredded","Brown hamburg, onion and garlic over high heat, stirring. Drain fat."", ""Reduce heat to medium."", ""Stir in sour cream, taco sauce and tomato paste."", ""Heat completely.",False
Microwave Fudge Pie,"[""1 c. sugar"", ""3 Tbsp. cocoa"", ""1/2 c. flour"", ""1 stick butter"", ""2 eggs""]","[""Mix all ingredients together, then pour into 9-inch pie pan; place on inverted saucer."", ""Microwave 15 to 18 minutes."", ""Cut in slices."", ""Serve hot."", ""Top with ice cream.""]","1 c. sugar"", ""3 Tbsp. cocoa"", ""1/2 c. flour"", ""1 stick butter"", ""2 eggs","Mix all ingredients together, then pour into 9-inch pie pan; place on inverted saucer."", ""Microwave 15 to 18 minutes."", ""Cut in slices."", ""Serve hot."", ""Top with ice cream.",True
Lasagna Low-Fat Recipe(Yields 16 Servings)  ,"[""1/4 c. vegetable oil"", ""1 1/2 diced onion"", ""2 cloves garlic, minced"", ""1 medium green pepper, diced"", ""1/2 lb. mushrooms, sliced"", ""3/4 lb. ground round"", ""1 tsp. salt"", ""1/4 tsp. pepper"", ""2 (1 lb.) cans tomato sauce"", ""8 oz. part-skim milk Mozzarella cheese, shredded"", ""8 oz. part-skim Ricotta cheese or low-fat cottage cheese, divided into 2 even portions"", ""1 (28 oz.) can Italian-style tomatoes"", ""1 (6 oz.) can tomato paste"", ""2 tsp. dried basil leaves"", ""2 tsp. dried oregano"", ""1/4 c. minced fresh parsley"", ""1 lb. lasagna noodles""]","[""In large saucepan, heat oil."", ""Saute onions, garlic and green peppers until softened."", ""Add mushrooms and saute until tender. Add ground round, salt and pepper."", ""Cook until meat loses red color. Drain off fat."", ""Add tomato sauce, tomatoes, tomato paste, basil, oregano and parsley."", ""Simmer 1 1/2 hours or until sauce has thickened.""]","1/4 c. vegetable oil"", ""1 1/2 diced onion"", ""2 cloves garlic, minced"", ""1 medium green pepper, diced"", ""1/2 lb. mushrooms, sliced"", ""3/4 lb. ground round"", ""1 tsp. salt"", ""1/4 tsp. pepper"", ""2 (1 lb.) cans tomato sauce"", ""8 oz. part-skim milk Mozzarella cheese, shredded"", ""8 oz. part-skim Ricotta cheese or low-fat cottage cheese, divided into 2 even portions"", ""1 (28 oz.) can Italian-style tomatoes"", ""1 (6 oz.) can tomato paste"", ""2 tsp. dried basil leaves"", ""2 tsp. dried oregano"", ""1/4 c. minced fresh parsley"", ""1 lb. lasagna noodles","In large saucepan, heat oil."", ""Saute onions, garlic and green peppers until softened."", ""Add mushrooms and saute until tender. Add ground round, salt and pepper."", ""Cook until meat loses red color. Drain off fat."", ""Add tomato sauce, tomatoes, tomato paste, basil, oregano and parsley."", ""Simmer 1 1/2 hours or until sauce has thickened.",True
